school,school_id,division,level,year,region
Lackawanna,lackawannacollege,njcaa-2,NJCAA,2021,19
Lake County,collegeoflakecounty,njcaa-2,NJCAA,2021,4
Lake Michigan,lakemichigancollege,njcaa-2,NJCAA,2021,12
Lake Region State,lakeregionstatecollegend,njcaa-2,NJCAA,2021,13
Lakeland,lakelandcommunitycollege,njcaa-2,NJCAA,2021,12
Lansing,lansingcommunitycollege,njcaa-2,NJCAA,2021,12
Lenoir,lenoircommunitycollege,njcaa-2,NJCAA,2021,10
Lewis & Clark,lewisclarkcommunitycollege,njcaa-2,NJCAA,2021,24
Lincoln Land,lincolnlandcommunitycollege,njcaa-2,NJCAA,2021,24
Macomb,macombcommunitycollege,njcaa-2,NJCAA,2021,12
Madison,madisoncollege,njcaa-2,NJCAA,2021,4
Marian-Ancilla,ancillacollege,njcaa-2,NJCAA,2021,12
McHenry County,mchenrycountycollege,njcaa-2,NJCAA,2021,4
Mercer County,mercercountycommunitycollege,njcaa-2,NJCAA,2021,19
Meridian,meridiancommunitycollege,njcaa-2,NJCAA,2021,23
Mesa,mesacommunitycollege,njcaa-2,NJCAA,2021,1
Mid Michigan,midmichigancollege,njcaa-2,NJCAA,2021,12
Miles,milescommunitycollege,njcaa-2,NJCAA,2021,13
Mississippi Delta,mississippideltacommunitycollege,njcaa-2,NJCAA,2021,23
Mississippi Gulf Coast,mississippigulfcoastcommunitycollege,njcaa-2,NJCAA,2021,23
Monroe CC,monroecommunitycollege,njcaa-2,NJCAA,2021,3
Montgomery,montgomerycollegemd,njcaa-2,NJCAA,2021,20
Moraine Valley,morainevalleycommunitycollege,njcaa-2,NJCAA,2021,4
Morris,countycollegeofmorris,njcaa-2,NJCAA,2021,19
Morton,mortoncollege,njcaa-2,NJCAA,2021,4
Mott,mottcommunitycollege,njcaa-2,NJCAA,2021,12
Murray State,murraystatecollege,njcaa-2,NJCAA,2021,2
Muskegon,muskegoncommunitycollege,njcaa-2,NJCAA,2021,12
National Park,nationalparkcollege,njcaa-2,NJCAA,2021,2
North Central Missouri,northcentralmissouricollege,njcaa-2,NJCAA,2021,16
North Iowa Area,northiowaareacommunitycollege,njcaa-2,NJCAA,2021,11
Northeast,northeastcommunitycollege,njcaa-2,NJCAA,2021,11
Northeast Mississippi,northeastmississippicommunitycollege,njcaa-2,NJCAA,2021,23
Northern Oklahoma Enid,northernoklahomacollegeenid,njcaa-2,NJCAA,2021,2
Northern Oklahoma Tonkawa,northernoklahomacollegetonkawa,njcaa-2,NJCAA,2021,2
Northwest Mississippi,northwestmississippicommunitycollege,njcaa-2,NJCAA,2021,23
Orange County,orangecountycommunitycollege,njcaa-2,NJCAA,2021,15
Paradise Valley,paradisevalleycommunitycollege,njcaa-2,NJCAA,2021,1
Parkland,parklandcollege,njcaa-2,NJCAA,2021,24
Pasco-Hernando State,pascohernandostatecollege,njcaa-2,NJCAA,2021,8
Patrick & Henry,patrickhenrycommunitycollege,njcaa-2,NJCAA,2021,10
Pearl River,pearlrivercommunitycollege,njcaa-2,NJCAA,2021,23
Phoenix,phoenixcollege,njcaa-2,NJCAA,2021,1
Pitt,pittcommunitycollege,njcaa-2,NJCAA,2021,10
Prairie State,prairiestatecollege,njcaa-2,NJCAA,2021,4
Raritan Valley,raritanvalleycommunitycollege,njcaa-2,NJCAA,2021,19
Redlands,redlandscommunitycollege,njcaa-2,NJCAA,2021,2
Sauk Valley,saukvalleycommunitycollege,njcaa-2,NJCAA,2021,4
Schoolcraft,schoolcraftcollege,njcaa-2,NJCAA,2021,12
Scottsdale,scottsdalecommunitycollege,njcaa-2,NJCAA,2021,1
Southeastern,southeasterncommunitycollege,njcaa-2,NJCAA,2021,11
Southeastern-Whiteville,southeasterncommunitycollegewhitevill,njcaa-2,NJCAA,2021,10
Southern Maryland,collegeofsouthernmaryland,njcaa-2,NJCAA,2021,20
Southwest Mississippi,southwestmississippicommunitycollege,njcaa-2,NJCAA,2021,23
Spoon River,spoonrivercollege,njcaa-2,NJCAA,2021,24
St. Clair County,stclaircountycommunitycollege,njcaa-2,NJCAA,2021,12
Sussex County,sussexcountycommunitycollege,njcaa-2,NJCAA,2021,19
UA Rich Mountain,uarichmountain,njcaa-2,NJCAA,2021,2
UConn Avery Point,universityofconnecticutataverypoint,njcaa-2,NJCAA,2021,21
Ulster County,ulstercountycommunitycollege,njcaa-2,NJCAA,2021,15
Vincennes,vincennesuniversity,njcaa-2,NJCAA,2021,24
Wake Tech,waketechnicalcommunitycollege,njcaa-2,NJCAA,2021,10
Western Oklahoma State,westernoklahomastatecollege,njcaa-2,NJCAA,2021,2
Williston State,willistonstatecollege,njcaa-2,NJCAA,2021,13
ASA Miami,asacollegemiami,njcaa-2,NJCAA,2022,NA
Allegany Maryland,alleganycollegeofmaryland,njcaa-2,NJCAA,2022,20
Anne Arundel,annearundelcommunitycollege,njcaa-2,NJCAA,2022,20
Bay College,baycollege,njcaa-2,NJCAA,2022,NA
Bismarck State,bismarckstatecollege,njcaa-2,NJCAA,2022,13
Black Hawk-Moline,blackhawkcollegemoline,njcaa-2,NJCAA,2022,4
Brunswick,brunswickcommunitycollege,njcaa-2,NJCAA,2022,10
Bryant & Stratton (Ohio),bryantstrattonohio,njcaa-2,NJCAA,2022,NA
Bryant & Stratton College (WI),bryantstrattoncollegewi,njcaa-2,NJCAA,2022,4
Bryant & Stratton (VA),bryantstrattoncollegeva,njcaa-2,NJCAA,2022,10
CCBC Catonsville,ccbccatonsville,njcaa-2,NJCAA,2022,20
CCBC Dundalk,ccbcdundalk,njcaa-2,NJCAA,2022,20
CCBC Essex,ccbcessex,njcaa-2,NJCAA,2022,20
Camp,campcommunitycollege,njcaa-2,NJCAA,2022,NA
Carl Albert State,carlalbertstatecollege,njcaa-2,NJCAA,2022,2
Carl Sandburg,carlsandburgcollege,njcaa-2,NJCAA,2022,4
Catawba Valley,catawbavalleycommunitycollege,njcaa-2,NJCAA,2022,10
Cecil,cecilcollege,njcaa-2,NJCAA,2022,20
Chandler-Gilbert,chandlergilbertcommunitycollege,njcaa-2,NJCAA,2022,1
Chesapeake,chesapeakecollege,njcaa-2,NJCAA,2022,20
Clark State,clarkstatecollege,njcaa-2,NJCAA,2022,12
Cleveland,clevelandcommunitycollege,njcaa-2,NJCAA,2022,10
Coahoma,coahomacommunitycollege,njcaa-2,NJCAA,2022,23
Copiah-Lincoln,copiahlincolncommunitycollege,njcaa-2,NJCAA,2022,23
Dakota,dakotacollegeatbottineau,njcaa-2,NJCAA,2022,13
Dakota County Tech,dakotacountytechnicalcollege,njcaa-2,NJCAA,2022,13
Danville Area,danvilleareacommunitycollege,njcaa-2,NJCAA,2022,24
Dawson,dawsoncommunitycollege,njcaa-2,NJCAA,2022,13
Delaware Tech,delawaretechnicalcommunitycollege,njcaa-2,NJCAA,2022,19
Des Moines Area,desmoinesareacommunitycollege,njcaa-2,NJCAA,2022,11
Dutchess,dutchesscommunitycollege,njcaa-2,NJCAA,2022,15
East Central (MO),eastcentralcollege,njcaa-2,NJCAA,2022,16
East Central (MS),eastcentralcommunitycollege,njcaa-2,NJCAA,2022,23
East Mississippi,eastmississippicommunitycollege,njcaa-2,NJCAA,2022,23
Edison State,edisoncommunitycollege,njcaa-2,NJCAA,2022,12
Elgin,elgincommunitycollege,njcaa-2,NJCAA,2022,4
Ellsworth,ellsworthcommunitycollege,njcaa-2,NJCAA,2022,11
Fayetteville Tech,fayettevilletechnicalcommunitycollege,njcaa-2,NJCAA,2022,10
Florida State Jacksonville,floridastatecollegeatjacksonville,njcaa-2,NJCAA,2022,8
Frederick,frederickcommunitycollege,njcaa-2,NJCAA,2022,20
Garrett,garrettcollege,njcaa-2,NJCAA,2022,20
Gaston College,gastoncollege,njcaa-2,NJCAA,2022,NA
GateWay (AZ),gatewaycommunitycollegeaz,njcaa-2,NJCAA,2022,1
Glen Oaks,glenoakscommunitycollege,njcaa-2,NJCAA,2022,12
Glendale,glendalecommunitycollege,njcaa-2,NJCAA,2022,1
Grand Rapids,grandrapidscommunitycollege,njcaa-2,NJCAA,2022,12
Guilford Tech,guilfordtechnicalcommunitycollege,njcaa-2,NJCAA,2022,10
Heartland,heartlandcommunitycollege,njcaa-2,NJCAA,2022,24
Henry Ford,henryfordcollege,njcaa-2,NJCAA,2022,12
Hesston,hesstoncollege,njcaa-2,NJCAA,2022,6
Highland (IL),highlandcommunitycollegeillinois,njcaa-2,NJCAA,2022,4
Hinds,hindscommunitycollege,njcaa-2,NJCAA,2022,23
Hocking,hocking,njcaa-2,NJCAA,2022,12
Holmes,holmescommunitycollege,njcaa-2,NJCAA,2022,23
Illinois Central,illinoiscentralcollege,njcaa-2,NJCAA,2022,24
Iowa Central,iowacentralcommunitycollege,njcaa-2,NJCAA,2022,11
Iowa Lakes,iowalakescommunitycollege,njcaa-2,NJCAA,2022,11
Itawamba,itawambacommunitycollege,njcaa-2,NJCAA,2022,23
Ivy Tech Fort Wayne,ivytechcommunitycollegenortheast,njcaa-2,NJCAA,2022,12
Jackson,jacksoncollege,njcaa-2,NJCAA,2022,12
John Wood,johnwoodcommunitycollege,njcaa-2,NJCAA,2022,24
Jones,jonescollege,njcaa-2,NJCAA,2022,23
Kalamazoo Valley,kalamazoovalleycommunitycollege,njcaa-2,NJCAA,2022,12
Kankakee,kankakeecommunitycollege,njcaa-2,NJCAA,2022,4
Kellogg,kelloggcommunitycollege,njcaa-2,NJCAA,2022,12
Kirkwood,kirkwoodcommunitycollege,njcaa-2,NJCAA,2022,11
LSU Eunice,louisianastateuniversityeunice,njcaa-2,NJCAA,2022,23
Lackawanna,lackawannacollege,njcaa-2,NJCAA,2022,19
Lake County,collegeoflakecounty,njcaa-2,NJCAA,2022,4
Lake Michigan,lakemichigancollege,njcaa-2,NJCAA,2022,12
Lake Region State,lakeregionstatecollegend,njcaa-2,NJCAA,2022,13
Lakeland,lakelandcommunitycollege,njcaa-2,NJCAA,2022,12
Lansing,lansingcommunitycollege,njcaa-2,NJCAA,2022,12
Lehigh Carbon,lehighcarboncommunitycollege,njcaa-2,NJCAA,2022,19
Lenoir,lenoircommunitycollege,njcaa-2,NJCAA,2022,10
Lewis & Clark,lewisclarkcommunitycollege,njcaa-2,NJCAA,2022,24
Lincoln Land,lincolnlandcommunitycollege,njcaa-2,NJCAA,2022,24
Macomb,macombcommunitycollege,njcaa-2,NJCAA,2022,12
Madison,madisoncollege,njcaa-2,NJCAA,2022,4
Marian-Ancilla,ancillacollege,njcaa-2,NJCAA,2022,12
McHenry County,mchenrycountycollege,njcaa-2,NJCAA,2022,4
Mercer County,mercercountycommunitycollege,njcaa-2,NJCAA,2022,19
Meridian,meridiancommunitycollege,njcaa-2,NJCAA,2022,23
Mesa,mesacommunitycollege,njcaa-2,NJCAA,2022,1
Mid Michigan,midmichigancollege,njcaa-2,NJCAA,2022,12
Miles,milescommunitycollege,njcaa-2,NJCAA,2022,13
Mississippi Delta,mississippideltacommunitycollege,njcaa-2,NJCAA,2022,23
Mississippi Gulf Coast,mississippigulfcoastcommunitycollege,njcaa-2,NJCAA,2022,23
Monroe CC,monroecommunitycollege,njcaa-2,NJCAA,2022,3
Montgomery,montgomerycollegemd,njcaa-2,NJCAA,2022,20
Moraine Valley,morainevalleycommunitycollege,njcaa-2,NJCAA,2022,4
Morris,countycollegeofmorris,njcaa-2,NJCAA,2022,19
Morton,mortoncollege,njcaa-2,NJCAA,2022,4
Mott,mottcommunitycollege,njcaa-2,NJCAA,2022,12
Murray State,murraystatecollege,njcaa-2,NJCAA,2022,2
Muskegon,muskegoncommunitycollege,njcaa-2,NJCAA,2022,12
National Park,nationalparkcollege,njcaa-2,NJCAA,2022,2
North Central Missouri,northcentralmissouricollege,njcaa-2,NJCAA,2022,16
North Iowa Area,northiowaareacommunitycollege,njcaa-2,NJCAA,2022,11
Northeast,northeastcommunitycollege,njcaa-2,NJCAA,2022,11
Northeast Mississippi,northeastmississippicommunitycollege,njcaa-2,NJCAA,2022,23
Northern Oklahoma Enid,northernoklahomacollegeenid,njcaa-2,NJCAA,2022,2
Northern Oklahoma Tonkawa,northernoklahomacollegetonkawa,njcaa-2,NJCAA,2022,2
Northwest Mississippi,northwestmississippicommunitycollege,njcaa-2,NJCAA,2022,23
Orange County,orangecountycommunitycollege,njcaa-2,NJCAA,2022,15
Palm Beach State,palmbeachstatecollege,njcaa-2,NJCAA,2022,8
Paradise Valley,paradisevalleycommunitycollege,njcaa-2,NJCAA,2022,1
Parkland,parklandcollege,njcaa-2,NJCAA,2022,24
Pasco-Hernando State,pascohernandostatecollege,njcaa-2,NJCAA,2022,8
Patrick & Henry,patrickhenrycommunitycollege,njcaa-2,NJCAA,2022,10
Pearl River,pearlrivercommunitycollege,njcaa-2,NJCAA,2022,23
Phoenix,phoenixcollege,njcaa-2,NJCAA,2022,1
Pitt,pittcommunitycollege,njcaa-2,NJCAA,2022,10
Prairie State,prairiestatecollege,njcaa-2,NJCAA,2022,4
Raritan Valley,raritanvalleycommunitycollege,njcaa-2,NJCAA,2022,19
Redlands,redlandscommunitycollege,njcaa-2,NJCAA,2022,2
Richard Bland,richardblandcollege,njcaa-2,NJCAA,2022,10
Rockland,rocklandcommunitycollege,njcaa-2,NJCAA,2022,15
Sauk Valley,saukvalleycommunitycollege,njcaa-2,NJCAA,2022,4
Schoolcraft,schoolcraftcollege,njcaa-2,NJCAA,2022,12
Scottsdale,scottsdalecommunitycollege,njcaa-2,NJCAA,2022,1
South Arkansas,southarkansascommunitycollege,njcaa-2,NJCAA,2022,2
Southeastern,southeasterncommunitycollege,njcaa-2,NJCAA,2022,11
Southeastern-Whiteville,southeasterncommunitycollegewhitevill,njcaa-2,NJCAA,2022,10
Southern Maryland,collegeofsouthernmaryland,njcaa-2,NJCAA,2022,20
Southwest Mississippi,southwestmississippicommunitycollege,njcaa-2,NJCAA,2022,23
Southwest Virginia,southwestvirginia,njcaa-2,NJCAA,2022,10
Spoon River,spoonrivercollege,njcaa-2,NJCAA,2022,24
St. Clair County,stclaircountycommunitycollege,njcaa-2,NJCAA,2022,12
Sullivan County,sullivancountycommunitycollege,njcaa-2,NJCAA,2022,15
Sussex County,sussexcountycommunitycollege,njcaa-2,NJCAA,2022,19
UA Rich Mountain,uarichmountain,njcaa-2,NJCAA,2022,2
UConn Avery Point,universityofconnecticutataverypoint,njcaa-2,NJCAA,2022,21
Ulster County,ulstercountycommunitycollege,njcaa-2,NJCAA,2022,15
Vincennes,vincennesuniversity,njcaa-2,NJCAA,2022,24
Wake Tech,waketechnicalcommunitycollege,njcaa-2,NJCAA,2022,10
Westchester,westchestercommunitycollege,njcaa-2,NJCAA,2022,15
Western Oklahoma State,westernoklahomastatecollege,njcaa-2,NJCAA,2022,2
Williston State,willistonstatecollege,njcaa-2,NJCAA,2022,13
Allegany Maryland,alleganycollegeofmaryland,njcaa-2,NJCAA,2023,20
Alpena,alpenacommunitycollege,njcaa-2,NJCAA,2023,NA
Anne Arundel,annearundelcommunitycollege,njcaa-2,NJCAA,2023,20
Arkansas State University Mountain Home,arkansasstateuniversitymountainhome,njcaa-2,NJCAA,2023,NA
Bay College,baycollege,njcaa-2,NJCAA,2023,NA
Bismarck State,bismarckstatecollege,njcaa-2,NJCAA,2023,13
Black Hawk-Moline,blackhawkcollegemoline,njcaa-2,NJCAA,2023,4
Brunswick,brunswickcommunitycollege,njcaa-2,NJCAA,2023,10
Bryant & Stratton College (WI),bryantstrattoncollegewi,njcaa-2,NJCAA,2023,4
Bryant & Stratton-Cleveland,bryantstrattoncleveland,njcaa-2,NJCAA,2023,12
Bryant & Stratton (VA),bryantstrattoncollegeva,njcaa-2,NJCAA,2023,10
CCBC Catonsville,ccbccatonsville,njcaa-2,NJCAA,2023,20
CCBC Dundalk,ccbcdundalk,njcaa-2,NJCAA,2023,20
CCBC Essex,ccbcessex,njcaa-2,NJCAA,2023,20
Carl Albert State,carlalbertstatecollege,njcaa-2,NJCAA,2023,2
Carl Sandburg,carlsandburgcollege,njcaa-2,NJCAA,2023,4
Catawba Valley,catawbavalleycommunitycollege,njcaa-2,NJCAA,2023,10
Cecil,cecilcollege,njcaa-2,NJCAA,2023,20
Chandler-Gilbert,chandlergilbertcommunitycollege,njcaa-2,NJCAA,2023,1
Chesapeake,chesapeakecollege,njcaa-2,NJCAA,2023,20
Clark State,clarkstatecollege,njcaa-2,NJCAA,2023,12
Cleveland,clevelandcommunitycollege,njcaa-2,NJCAA,2023,10
Coahoma,coahomacommunitycollege,njcaa-2,NJCAA,2023,23
Community Christian (Mich.),communitychristianmich,njcaa-2,NJCAA,2023,12
Copiah-Lincoln,copiahlincolncommunitycollege,njcaa-2,NJCAA,2023,23
Cuyahoga,cuyahogacommunitycollege,njcaa-2,NJCAA,2023,12
Dakota,dakotacollegeatbottineau,njcaa-2,NJCAA,2023,13
Dakota County Tech,dakotacountytechnicalcollege,njcaa-2,NJCAA,2023,13
Danville Area,danvilleareacommunitycollege,njcaa-2,NJCAA,2023,24
Dawson,dawsoncommunitycollege,njcaa-2,NJCAA,2023,13
Delaware Tech,delawaretechnicalcommunitycollege,njcaa-2,NJCAA,2023,19
Des Moines Area,desmoinesareacommunitycollege,njcaa-2,NJCAA,2023,11
Dutchess,dutchesscommunitycollege,njcaa-2,NJCAA,2023,15
East Central (MO),eastcentralcollege,njcaa-2,NJCAA,2023,16
East Central (MS),eastcentralcommunitycollege,njcaa-2,NJCAA,2023,23
East Mississippi,eastmississippicommunitycollege,njcaa-2,NJCAA,2023,23
Edison State,edisoncommunitycollege,njcaa-2,NJCAA,2023,12
Elgin,elgincommunitycollege,njcaa-2,NJCAA,2023,4
Ellsworth,ellsworthcommunitycollege,njcaa-2,NJCAA,2023,11
Fayetteville Tech,fayettevilletechnicalcommunitycollege,njcaa-2,NJCAA,2023,10
Florida State Jacksonville,floridastatecollegeatjacksonville,njcaa-2,NJCAA,2023,8
Frederick,frederickcommunitycollege,njcaa-2,NJCAA,2023,20
Garrett,garrettcollege,njcaa-2,NJCAA,2023,20
GateWay (AZ),gatewaycommunitycollegeaz,njcaa-2,NJCAA,2023,1
Glen Oaks,glenoakscommunitycollege,njcaa-2,NJCAA,2023,12
Glendale,glendalecommunitycollege,njcaa-2,NJCAA,2023,1
Grand Rapids,grandrapidscommunitycollege,njcaa-2,NJCAA,2023,12
Guilford Tech,guilfordtechnicalcommunitycollege,njcaa-2,NJCAA,2023,10
Heartland,heartlandcommunitycollege,njcaa-2,NJCAA,2023,24
Henry Ford,henryfordcollege,njcaa-2,NJCAA,2023,12
Hesston,hesstoncollege,njcaa-2,NJCAA,2023,6
Highland (IL),highlandcommunitycollegeillinois,njcaa-2,NJCAA,2023,4
Hinds,hindscommunitycollege,njcaa-2,NJCAA,2023,23
Hocking,hocking,njcaa-2,NJCAA,2023,12
Holmes,holmescommunitycollege,njcaa-2,NJCAA,2023,23
Illinois Central,illinoiscentralcollege,njcaa-2,NJCAA,2023,24
Illinois Valley,illinoisvalleycommunitycollege,njcaa-2,NJCAA,2023,4
Iowa Central,iowacentralcommunitycollege,njcaa-2,NJCAA,2023,11
Iowa Lakes,iowalakescommunitycollege,njcaa-2,NJCAA,2023,11
Itawamba,itawambacommunitycollege,njcaa-2,NJCAA,2023,23
Ivy Tech Fort Wayne,ivytechcommunitycollegenortheast,njcaa-2,NJCAA,2023,12
Jackson,jacksoncollege,njcaa-2,NJCAA,2023,12
John Wood,johnwoodcommunitycollege,njcaa-2,NJCAA,2023,24
Jones,jonescollege,njcaa-2,NJCAA,2023,23
Kalamazoo Valley,kalamazoovalleycommunitycollege,njcaa-2,NJCAA,2023,12
Kankakee,kankakeecommunitycollege,njcaa-2,NJCAA,2023,4
Kellogg,kelloggcommunitycollege,njcaa-2,NJCAA,2023,12
Kirkwood,kirkwoodcommunitycollege,njcaa-2,NJCAA,2023,11
LSU Eunice,louisianastateuniversityeunice,njcaa-2,NJCAA,2023,23
Lackawanna,lackawannacollege,njcaa-2,NJCAA,2023,19
Lake County,collegeoflakecounty,njcaa-2,NJCAA,2023,4
Lake Michigan,lakemichigancollege,njcaa-2,NJCAA,2023,12
Lake Region State,lakeregionstatecollegend,njcaa-2,NJCAA,2023,13
Lake-Sumter State,lakesumterstatecollege,njcaa-2,NJCAA,2023,8
Lakeland,lakelandcommunitycollege,njcaa-2,NJCAA,2023,12
Lansing,lansingcommunitycollege,njcaa-2,NJCAA,2023,12
Lehigh Carbon,lehighcarboncommunitycollege,njcaa-2,NJCAA,2023,19
Lenoir,lenoircommunitycollege,njcaa-2,NJCAA,2023,10
Lewis & Clark,lewisclarkcommunitycollege,njcaa-2,NJCAA,2023,24
Lincoln Land,lincolnlandcommunitycollege,njcaa-2,NJCAA,2023,24
Macomb,macombcommunitycollege,njcaa-2,NJCAA,2023,12
Madison,madisoncollege,njcaa-2,NJCAA,2023,4
Marian-Ancilla,ancillacollege,njcaa-2,NJCAA,2023,12
McHenry County,mchenrycountycollege,njcaa-2,NJCAA,2023,4
Mercer County,mercercountycommunitycollege,njcaa-2,NJCAA,2023,19
Meridian,meridiancommunitycollege,njcaa-2,NJCAA,2023,23
Mesa,mesacommunitycollege,njcaa-2,NJCAA,2023,1
Mid Michigan,midmichigancollege,njcaa-2,NJCAA,2023,12
Miles,milescommunitycollege,njcaa-2,NJCAA,2023,13
Mississippi Delta,mississippideltacommunitycollege,njcaa-2,NJCAA,2023,23
Mississippi Gulf Coast,mississippigulfcoastcommunitycollege,njcaa-2,NJCAA,2023,23
Moberly Area,moberlyareacommunitycollege,njcaa-2,NJCAA,2023,16
Monroe CC,monroecommunitycollege,njcaa-2,NJCAA,2023,3
Montgomery,montgomerycollegemd,njcaa-2,NJCAA,2023,20
Moraine Valley,morainevalleycommunitycollege,njcaa-2,NJCAA,2023,4
Morris,countycollegeofmorris,njcaa-2,NJCAA,2023,19
Morton,mortoncollege,njcaa-2,NJCAA,2023,4
Mott,mottcommunitycollege,njcaa-2,NJCAA,2023,12
Murray State,murraystatecollege,njcaa-2,NJCAA,2023,2
Muskegon,muskegoncommunitycollege,njcaa-2,NJCAA,2023,12
National Park,nationalparkcollege,njcaa-2,NJCAA,2023,2
North Central Missouri,northcentralmissouricollege,njcaa-2,NJCAA,2023,16
North Iowa Area,northiowaareacommunitycollege,njcaa-2,NJCAA,2023,11
Northeast,northeastcommunitycollege,njcaa-2,NJCAA,2023,11
Northeast Mississippi,northeastmississippicommunitycollege,njcaa-2,NJCAA,2023,23
Northern Oklahoma Enid,northernoklahomacollegeenid,njcaa-2,NJCAA,2023,2
Northern Oklahoma Tonkawa,northernoklahomacollegetonkawa,njcaa-2,NJCAA,2023,2
Northwest Mississippi,northwestmississippicommunitycollege,njcaa-2,NJCAA,2023,23
Orange County,orangecountycommunitycollege,njcaa-2,NJCAA,2023,15
Palm Beach State,palmbeachstatecollege,njcaa-2,NJCAA,2023,8
Paradise Valley,paradisevalleycommunitycollege,njcaa-2,NJCAA,2023,1
Parkland,parklandcollege,njcaa-2,NJCAA,2023,24
Pasco-Hernando State,pascohernandostatecollege,njcaa-2,NJCAA,2023,8
Patrick & Henry,patrickhenrycommunitycollege,njcaa-2,NJCAA,2023,10
Pearl River,pearlrivercommunitycollege,njcaa-2,NJCAA,2023,23
Phoenix,phoenixcollege,njcaa-2,NJCAA,2023,1
Pitt,pittcommunitycollege,njcaa-2,NJCAA,2023,10
Prairie State,prairiestatecollege,njcaa-2,NJCAA,2023,4
Raritan Valley,raritanvalleycommunitycollege,njcaa-2,NJCAA,2023,19
Redlands,redlandscommunitycollege,njcaa-2,NJCAA,2023,2
Richard Bland,richardblandcollege,njcaa-2,NJCAA,2023,10
Rock Valley,rockvalleycollege,njcaa-2,NJCAA,2023,4
Rockland,rocklandcommunitycollege,njcaa-2,NJCAA,2023,15
Sauk Valley,saukvalleycommunitycollege,njcaa-2,NJCAA,2023,4
Schoolcraft,schoolcraftcollege,njcaa-2,NJCAA,2023,12
Scottsdale,scottsdalecommunitycollege,njcaa-2,NJCAA,2023,1
South Arkansas,southarkansascommunitycollege,njcaa-2,NJCAA,2023,2
South Florida State,southfloridastatecollege,njcaa-2,NJCAA,2023,8
Southeastern,southeasterncommunitycollege,njcaa-2,NJCAA,2023,11
Southeastern-Whiteville,southeasterncommunitycollegewhitevill,njcaa-2,NJCAA,2023,10
Southern Maryland,collegeofsouthernmaryland,njcaa-2,NJCAA,2023,20
Southwest Mississippi,southwestmississippicommunitycollege,njcaa-2,NJCAA,2023,23
Southwest Virginia,southwestvirginia,njcaa-2,NJCAA,2023,10
Spoon River,spoonrivercollege,njcaa-2,NJCAA,2023,24
St. Clair County,stclaircountycommunitycollege,njcaa-2,NJCAA,2023,12
Sullivan County,sullivancountycommunitycollege,njcaa-2,NJCAA,2023,15
Surry,surrycommunitycollege,njcaa-2,NJCAA,2023,10
Sussex County,sussexcountycommunitycollege,njcaa-2,NJCAA,2023,19
UA Rich Mountain,uarichmountain,njcaa-2,NJCAA,2023,2
UConn Avery Point,universityofconnecticutataverypoint,njcaa-2,NJCAA,2023,21
Ulster County,ulstercountycommunitycollege,njcaa-2,NJCAA,2023,15
Vincennes,vincennesuniversity,njcaa-2,NJCAA,2023,24
Wake Tech,waketechnicalcommunitycollege,njcaa-2,NJCAA,2023,10
Westchester,westchestercommunitycollege,njcaa-2,NJCAA,2023,15
Western Oklahoma State,westernoklahomastatecollege,njcaa-2,NJCAA,2023,2
Williston State,willistonstatecollege,njcaa-2,NJCAA,2023,13
Alfred State College,alfredstatecollege,njcaa-3,NJCAA,2013,NA
Allegheny County-Boyce,ccofalleghenycountyboyce,njcaa-3,NJCAA,2013,NA
Allegheny County-South,ccofalleghenycountysouth,njcaa-3,NJCAA,2013,NA
Anoka-Ramsey,anokaramseycommunitycollege,njcaa-3,NJCAA,2013,13
Atlantic Cape,atlanticcapecommunitycollege,njcaa-3,NJCAA,2013,19
Bergen,bergencommunitycollege,njcaa-3,NJCAA,2013,19
Borough of Manhattan,boroughofmanhattancommunitycollege,njcaa-3,NJCAA,2013,15
Bronx,bronxcommunitycollege,njcaa-3,NJCAA,2013,15
Brookdale,brookdalecommunitycollege,njcaa-3,NJCAA,2013,19
Bucks County,buckscountycommunitycollege,njcaa-3,NJCAA,2013,NA
Bunker Hill,bunkerhillcommunitycollege,njcaa-3,NJCAA,2013,21
Butler County,butlercountycommunitycollegepa,njcaa-3,NJCAA,2013,20
Camden County,camdencountycollege,njcaa-3,NJCAA,2013,19
Central Lakes,centrallakescollegebrainerd,njcaa-3,NJCAA,2013,13
Century,centurycollege,njcaa-3,NJCAA,2013,13
Clinton (NY),clintoncommunitycollege,njcaa-3,NJCAA,2013,NA
Columbia-Greene,columbiagreenecommunitycollege,njcaa-3,NJCAA,2013,3
Corning,corningcommunitycollege,njcaa-3,NJCAA,2013,3
Dallas College - Brookhaven,brookhavencollege,njcaa-3,NJCAA,2013,5
Dallas College - Cedar Valley,cedarvalleycollege,njcaa-3,NJCAA,2013,5
Dallas College - Eastfield,eastfieldcollege,njcaa-3,NJCAA,2013,5
Dallas College - Mountain View,mountainviewcollege,njcaa-3,NJCAA,2013,5
Dallas College - North Lake,northlakecollege,njcaa-3,NJCAA,2013,5
